"","Feature.ID","LNTcon1","LNTcon2","LNTcon3","LNTfh1","LNTfh2","LNTfh3","LNTreg1","LNTreg2","LNTreg3","LNTfr1","LNTfr2","LNTfr3","SpleenTcon1","SpleenTcon2","SpleenTcon3","SpleenTfh1","SpleenTfh2","SpleenTfh3","SpleenTreg1","SpleenTreg2","SpleenTreg3","SpleenTfr1","SpleenTfr2","SpleenTfr3","BloodTcon1","BloodTcon2","BloodTcon3","BloodTfh1","BloodTfh2","BloodTfh3","BloodTreg1","BloodTreg2","BloodTreg3","BloodTfr1","BloodTfr2","BloodTfr3","EZH2EXP_F_p_Treg_1","EZH2EXP_F_p_Treg_2","EZH2EXP_F_p_Treg_3","EZH2EXP_F_p_Tfr_1","EZH2EXP_F_p_Tfr_2","EZH2EXP_F_p_Tfr_3","BlimpEXP_F_p_Treg_1","BlimpEXP_F_p_Treg_2","BlimpEXP_F_p_Treg_3","BlimpEXP_F_p_Treg_4","BlimpEXP_F_p_Tfr_1","BlimpEXP_F_p_Tfr_2","BlimpEXP_F_p_Tfr_3","BlimpEXP_F_p_Tfr_4","FoxDownFoxP_Tfr_1","FoxDownFoxP_Tfr_2","FoxDownFoxP_Tfr_3","FoxDownFoxMTfr_1","FoxDownFoxMTfr_2","FoxDownFoxMTfr_3","FoxDown_Tfh_1","FoxDown_Tfh_2","FoxDown_Tfh_3","HDM_OVA_Tcon_1","HDM_OVA_Tcon_2","HDM_OVA_Tfh_1","HDM_OVA_Tfh_2","HDM_OVA_Tfr_1","HDM_OVA_Tfr_2","HDM_Tfh_1","HDM_Tfh_2","HDM_Tfr_1","HDM_Tfr_2","FoxF_CreN_Tcon_1","FoxF_CreN_Tcon_2","FoxF_CreN_Tcon_3","FoxF_CreN_Tcon_4","FoxF_CreN_Treg_1","FoxF_CreN_Treg_2","FoxF_CreN_Treg_3","FoxF_CreN_Treg_4","FoxF_CreN_ICOS_1","FoxF_CreN_ICOS_2","FoxF_CreN_ICOS_3","FoxF_CreN_ICOS_4","FoxF_CreN_Tfr_1","FoxF_CreN_Tfr_2","FoxF_CreN_Tfr_3","FoxF_CreN_Tfr_4","rfTestPred","X1","X2"
"3272","Asf1b",0,0,14.214,53.93,102.023,82.025,2.32,9.279,0,96.354,140.837,125.713,9.392,8.191,5.049,34.864,28.54,54.747,18.458,0,6.102,44.01,68.282,56.392,7.21,8.931,12.776,29.621,22.341,36.885,17.896,7.327,5.648,27.343,1.094,25.117,24.5486909944,47.9676497246,67.4261989604,153.2334068234,240.1666400051,120.373201233,14.8412149019,17.9861555655,23.5731577577,2.9197165539,47.0502327105,82.3069901082,71.2291464997,81.063752957,41.935690085,4.0888992111,54.8310697329,8.0532434438,13.8856705954,7.3914200396,42.3766506756,53.1069292214,25.2146555142,12.4259378,25.3945076,76.1376825,69.6462788,60.8804749,3.9211227,45.3373046,65.3428793,98.6263373,140.925574,26.0986725563,16.733307062,1.1032498431,0,19.4412137722,8.0764761527,12.0999588601,0,148.8429454424,153.3778522381,95.8583731153,204.5742618551,98.8473221965,24.0750103245,109.2817954229,86.1735166953,"2",0,1
"3497","Aurka",0.698,8.865,0,20.592,27.296,32.564,6.961,1.547,0,79.048,47.538,68.453,0,4.095,5.807,13.427,10.183,18.964,0,0,2.219,15.751,61.987,26.027,1.109,1.726,1.17,16.721,10.473,17.463,0.597,0,0,12.817,18.596,15.908,0,14.5018475912,0,43.2611465174,50.494399577,73.1101038163,0,8.1755252571,0,0,17.5654202119,47.53558787,54.2976280694,49.9483730341,3.0684651282,25.3511751087,16.5025549681,13.8055601894,25.1677779542,1.4782840079,19.4372240702,25.130957578,11.76683924,7.30937515,0,21.7536236,21.6547254,15.5185524,36.2703849,32.0317913,28.2162433,62.4837665,93.6740582,0,13.3866456496,16.5487476459,0,0,1.0095595191,16.4999439002,23.0094787548,79.7372922013,48.5812201659,78.5947798528,89.4721145243,41.3093286791,16.66731484,44.2514312452,54.0020704624,"2",0,1
"3499","Aurkb",0,0,0.29,22.43,36.058,30.875,0.58,0,3.73,86.064,47.982,166.182,1.24,0,6.059,40.164,18.931,36.461,12.129,7.807,1.109,24.553,45.521,41.451,6.24,2.718,5.758,45.626,26.298,54.512,1.193,5.073,0,35.034,90.791,26.792,11.7406783017,1.1155267378,2.0432181503,64.2852551053,105.6563486948,53.1709845937,13.7811281231,0,0,2.9197165539,90.3364468041,33.0108249097,37.3661096392,31.1153799229,12.7852713674,50.7023502175,26.0846836593,28.7615837278,0.8678544122,0,45.703743084,39.5140842421,26.4753882899,0,0,44.7868721,55.0147077,25.0684308,54.8957177,55.6860372,2.97013088,79.636173,102.378285,0,2.5099960593,0,0,0,22.2103094199,0,5.7523696887,29.9014845755,71.483795387,81.7749154538,108.57813898,85.5693236925,14.8153909689,98.1227388481,35.6183869007,"2",0,1
"3937","Birc5",30.711,2.032,0.29,93.398,94.946,104.144,15.662,7.733,6.394,163.241,269.678,257.884,3.544,6.143,4.292,54.769,48.762,107.801,7.383,1.041,27.737,127.398,119.615,81.937,8.042,8.327,7.738,159.809,64.93,61.53,10.141,17.473,14.685,70.922,176.113,149.028,77.9154105475,39.6011991912,7.4917998845,199.7290315851,191.3695311701,177.9751012095,51.9442521565,0,54.320754833,0,213.9217247235,210.82913509,171.6505661549,232.5465236342,89.4968995717,147.2003715992,135.2144826422,121.9491150061,69.4283529772,97.566744523,85.1035216047,108.2685908234,82.5779968091,0.73093752,26.9816644,110.047743,107.395732,217.259734,204.878661,137.490304,100.489428,169.686307,343.609709,21.205171452,4.1833267655,15.4454978029,20.6693659328,11.4360081013,57.5448925879,0,49.4703793228,375.4297507811,407.3882319628,285.7578990025,368.6064718163,231.6273072367,246.3058748581,263.969407254,233.2429851885,"2",0,1
"4864","Cdca3",29.315,15.514,0,77.709,86.521,74.959,0.58,1.031,0.533,123.483,149.722,186.848,2.126,12.03,7.069,27.09,17.784,33.074,17.403,2.082,7.766,61.614,100.244,77.599,12.341,4.185,4.319,58.525,47.941,26.93,31.02,0.564,0,47.851,56.881,83.724,1.6010015866,0.5577633689,27.9239813876,144.7429014321,226.1639913829,94.5261948333,7.4206074509,0,38.9469562954,23.3577324313,139.2686888229,86.2682890974,90.4960467824,164.5839832763,62.6478297002,49.8845703753,127.7617158824,135.7546751954,56.410536794,1.4782840079,62.5143152529,98.7852106053,59.8848068463,12.4259378,0.79357836,99.8107435,54.7220762,47.7493921,71.5604892,104.472919,38.6117014,70.4473838,156.261593,2.4467505522,3.3466614124,1.1032498431,16.0761735033,24.0156170127,32.3059046108,38.4998691004,4.601895751,158.1456295326,142.2735733431,110.8504409485,205.506263048,88.5199900267,70.3731071023,120.0560569435,137.8776267124,"2",0,1
"4869","Cdca8",0,0.185,0.29,65.942,79.276,79.107,0.58,2.578,8.525,124.886,195.039,222.581,15.948,10.239,4.544,24.499,46.897,84.886,13.711,2.602,7.766,71.806,84.263,84.347,6.24,4.617,9.087,69.274,26.996,56.96,10.738,16.346,28.241,44.433,37.191,151.54,2.1346687821,20.637244649,5.4485817342,121.292934161,239.317994634,117.4192576444,0,0.8175525257,17.4236383427,2.9197165539,167.4988284492,169.4555678698,113.2660198437,117.0920876045,49.3511474781,49.0667905331,102.7417131888,57.5231674557,23.4320691298,45.8268042456,77.5737861541,115.381125987,79.8464091284,1.46187503,0,44.7868721,36.8715594,96.692519,129.397049,109.400887,74.7482938,158.047174,197.710291,0,0,0,2.2965962148,1.1436008101,24.2294284581,23.0999214603,0,166.1193587527,123.5351027076,119.0279324939,329.9284223084,172.6139805522,111.1154322668,138.1414244959,171.1980531679,"2",0,1
"4902","Cdk1",0,2.032,5.802,63.368,65.207,60.828,20.302,6.186,0,123.015,211.033,148.531,2.126,3.84,5.049,33.568,55.646,63.665,12.657,8.328,28.846,90.8,94.917,49.162,6.656,4.574,0.18,91.012,51.665,37.538,33.406,2.818,5.083,46.142,135.639,93.771,15.4763486704,0,2.0432181503,148.3816894569,156.5750709574,199.3911922264,8.4806942296,7.3579727314,0,8.7591496618,31.366821807,143.4870522742,173.9859480074,91.7084881938,77.4787444864,42.5245517953,121.9059705712,112.7454082132,26.9034867787,122.6975726577,107.6927279566,110.323323204,72.4921346034,10.2331252,0,63.3414334,57.9410219,114.598541,121.554804,101.023342,76.728381,105.977369,157.505054,8.9714186912,4.1833267655,17.651997489,0,41.1696291646,0,0,0,254.4948576091,170.0342705807,195.3511869175,198.0502535043,128.3539855388,124.0788993646,148.9156860165,190.7307169522,"2",0,1
"5240","Cit",0.698,0.369,0,76.728,46.504,63.132,0,0.516,1.066,86.532,99.963,71.037,1.418,3.584,10.099,39.575,54.785,34.993,0,0,23.853,49.106,44.069,61.212,4.298,2.805,6.568,49.448,38.865,39.007,9.545,3.945,0,0,41.567,0.837,8.005007933,39.0434358224,9.5350180348,90.5653908402,68.3159523689,104.8649973931,15.9013016806,13.898392937,27.6728373678,29.1971655392,80.926400262,124.5608459926,72.980682889,132.649777566,38.3558141022,45.7956711642,14.9055335196,111.594944864,53.8069735573,23.6525441268,73.0209228584,37.6174081985,55.262120002,1.46187503,7.14220527,85.7348694,67.8904903,164.735403,136.259014,92.6457964,112.369952,155.59683,149.629801,0,9.2033188841,0,0,12.5796089114,22.2103094199,3.29998878,0,64.454311196,99.9385100556,117.6650172363,142.5961825231,218.3493087326,29.6307819378,67.7239295579,81.5775958048,"2",0,1
"5255","Cks1b",0,15.145,19.725,80.16,71.357,63.285,0.58,11.342,21.313,114.596,119.511,152.406,6.734,10.495,21.46,67.137,62.673,45.039,10.02,0,0.555,107.941,59.081,90.131,16.362,6.515,12.596,65.691,39.33,52.064,10.141,7.891,0,53.832,113.762,53.583,49.6310491844,10.03974064,17.7078906361,216.3057325871,114.9914477763,141.7892922499,0,0,5.1245995125,64.2337641862,59.5969614332,80.9865571118,43.2045642703,18.0141673238,31.7074729911,63.786827693,62.2838364927,127.7014317516,91.1247132826,103.4798805547,58.4867823374,117.1197456937,55.6823642606,4.38562509,0,30.710998,44.4799764,126.535889,53.9154371,67.0203633,31.1863742,69.8347978,97.4044411,9.7870022086,0,0,50.5251167245,25.1592178228,0,13.1999551202,33.3637441944,184.724726933,116.5949283982,114.4848816354,220.8842827319,119.5019865361,42.5942490356,92.7356080878,190.7307169522,"2",0,1
"5256","Cks2",0,13.298,6.382,104.919,78.434,56.68,0,3.093,7.992,114.128,153.721,92.993,0,9.983,5.807,31.566,33.846,76.646,5.801,0,1.664,44.937,185.476,115.194,15.391,8.241,13.496,97.223,36.538,36.396,8.948,2.255,17.51,91.43,3.282,50.234,0.5336671955,17.8484278045,1.3621454335,76.818858302,166.3344927244,219.330311449,36.0429504759,0,3.0747597075,0,23.8387845733,3.9612989892,146.5452112411,76.1507982323,36.8215815381,41.7067719531,63.3485174584,25.3101936805,137.9888515422,7.3914200396,52.3579279009,38.2496335464,22.2729457042,12.4259378,0.79357836,7.03793704,19.313674,101.467458,78.4224539,49.7724757,73.2632283,121.292017,133.879296,0,0,11.0324984306,0,0,37.3537022062,0,4.601895751,319.6136462402,142.967590774,149.4663732462,111.3741425589,174.0893137193,107.4115845246,159.3051524827,83.8755562501,"2",0,1
"23294","Hmmr",0,0,0,44.86,22.915,48.078,0,0,28.772,50.048,102.184,114.52,3.898,0.256,1.262,14.134,25.098,17.497,22.676,0,0,27.333,30.993,57.838,0.416,1.424,3.419,38.459,42.123,18.769,0,5.636,9.037,98.266,32.816,82.887,0,1.6732901067,21.1132542199,80.4576463268,98.8671857265,81.971934582,0,15.5334979884,18.4485582452,26.2774489853,75.2803723367,102.9937737183,91.0798922455,106.4473523678,21.2235504699,30.257854162,33.5374504191,26.4606570296,78.1068970994,31.0439641664,63.3898658867,55.6358306129,33.4094185563,0.73093752,1.58715673,77.4173074,80.4736415,96.692519,42.152069,92.1529996,169.792482,132.318564,164.965819,0,0.8366653531,3.3097495292,0,8.0052056709,13.1242737481,0,0,94.3557957715,157.5419568238,60.8768815045,167.7602147331,75.2419915227,179.636615498,66.569544395,179.2409147261,"2",0,1
"24535","Kif11",0,5.541,1.74,55.401,58.804,53.301,6.961,1.547,0,76.242,99.519,240.663,0,17.406,2.02,26.619,42.308,47.297,10.02,13.012,0,25.48,45.521,79.527,8.32,3.711,1.53,105.584,43.752,3.917,27.441,2.818,8.472,65.795,42.661,10.047,10.1396767151,0,21.7943269367,117.6541461362,109.89957555,64.2482730507,0,24.5265757712,0,0,70.8890172837,96.8317530685,86.4091285406,93.3461397686,34.2645272646,46.6134510064,6.3880857941,9.2037067929,50.3355559085,20.6959761109,44.1277519432,47.7330137645,57.5734634241,0,0,62.0618084,61.452599,87.1426406,19.6056135,57.1644276,61.8777266,82.0865167,93.6740582,0,15.0599763558,8.8259987445,0,16.0104113418,29.2772260535,19.7999326802,5.7523696887,78.4083373313,171.4223054426,121.2994579232,150.9841932598,82.6186573583,68.5211832312,91.9660179792,88.4714771405,"2",0,1
"25063","Lig1",13.96,11.082,0.29,139.484,109.099,143.775,32.484,23.199,22.911,168.854,188.819,255.732,7.62,25.341,2.777,65.606,55.646,61.407,19.512,47.363,23.299,75.975,93.464,71.816,32.169,13.332,20.784,67.602,34.909,44.067,23.861,13.527,32.76,152.953,50.318,129.772,20.2793534302,29.0036951823,13.6214543354,196.8988631213,191.3695311701,195.6987627407,63.6052067222,45.7829414395,32.7974368803,17.5182993235,292.3387792409,163.29354722,176.905175323,252.1983425328,91.2868375631,130.8447747548,124.5676729854,44.8680706154,42.5248661985,131.5672767052,86.5044026188,105.265520421,76.2743329305,35.8159382,54.7569071,127.962492,124.075724,119.37348,185.273047,101.516139,94.0541445,190.514229,244.54732,21.205171452,11.7133149434,31.9942454488,25.2625583623,50.3184356456,17.1625118245,28.5999027603,14.9561611906,196.6853207632,263.7266237579,177.6332885691,327.598419326,199.1699775602,59.2615638756,193.1671172617,105.7061804795,"2",0,1
"27940","Ncaph",40.483,4.802,14.504,45.105,44.651,55.144,0,5.671,5.861,48.645,79.97,125.713,3.721,0,2.02,36.866,26.245,40.411,0,7.287,4.993,37.524,56.66,56.392,0,3.322,5.848,12.661,64.93,14.852,16.106,3.945,4.519,12.817,10.939,109.678,3.2020031732,11.1552673778,0,33.9620215651,39.4620097535,106.3419691874,15.9013016806,0,11.2741189276,0,62.7336436139,58.9793405053,63.6391554792,99.0779202808,18.6664961964,60.5157083241,61.7514960098,51.7708507101,82.4461691604,16.2611240872,42.9019810559,31.6112673937,33.8296628149,0,0,41.5878098,64.0862818,83.5614362,35.2901043,41.8877271,27.7212215,86.3746184,63.0020215,0,0,7.7227489014,4.5931924295,0,0,25.2999139803,5.7523696887,132.2310095671,57.6034467682,69.5086781357,106.2481359976,33.9326628436,35.1865535512,69.2631097751,93.0673980309,"2",0,1
"36282","Tpx2",0.698,5.356,0.29,63.491,58.636,66.665,0,2.578,3.73,126.29,87.523,134.754,4.076,3.84,0,34.511,19.648,40.186,26.895,0.52,0.555,25.48,39.71,26.509,2.773,2.416,1.26,36.548,12.102,19.585,2.983,16.346,2.824,27.343,0,3.349,26.149692581,30.1192219201,45.6318720237,84.0964343516,154.4534575298,119.6347153358,0,0,17.4236383427,0,88.4544374956,62.0603508302,60.7199281637,101.5343976431,47.049798632,38.4356525842,53.2340482843,18.4074135858,28.6391956031,5.9131360317,47.4548443516,43.6235490033,51.0596774163,8.04031267,9.52294037,70.3793704,44.7726078,168.316607,112.732278,44.351711,98.014319,93.1130638,104.45072,0,5.8566574717,1.1032498431,0,25.1592178228,46.439737878,1.09999626,0,101.0005701216,156.8479393928,91.7696273426,135.1401729794,116.5513202019,14.8153909689,74.2654454811,99.9612793665,"2",0,1
"37145","Uhrf1",0.698,0.185,6.962,71.948,59.899,78.492,5.221,0,0.533,84.661,100.407,172.64,4.43,9.215,2.272,31.331,40.444,23.705,3.692,3.643,4.993,33.355,24.698,43.861,9.568,1.898,6.838,22.216,11.171,16.484,24.458,15.782,33.325,38.452,8.751,13.396,21.8803550168,0,26.5618359541,129.7834395523,221.9207645276,162.4668973697,0,8.9930777828,27.6728373678,14.5985827696,150.5607446734,73.9442477977,77.0676011308,185.0546279624,26.8490698715,26.9867347932,31.9404289706,79.3819710889,49.4677014963,69.4793483724,49.381055746,63.6967037983,25.2146555142,0.73093752,13.4908322,56.9433088,40.6757679,64.4616793,79.4027346,31.0461977,21.7809598,48.3942897,148.800827,13.0493362781,12.5499802965,0,9.186384859,9.148806481,12.114714229,30.7998952804,11.5047393774,239.2118766039,128.3932247242,127.6597291251,261.8923352222,72.2913251885,105.5596606535,132.7542937356,63.1939122432,"2",0,1
"4097","Bub1b",39.785,6.28,0.29,30.152,26.79,25.652,6.961,0,9.058,67.822,82.192,131.31,0.532,10.239,9.341,21.201,21.082,32.397,5.801,0,6.657,43.084,61.987,15.424,1.109,4.185,8.548,20.305,23.505,21.054,8.948,7.327,6.213,0.854,32.816,69.491,2.1346687821,1.1155267378,0,123.3144830637,64.9213708848,38.401266651,2.1201735574,1.6351050514,1.0249199025,0,120.4485957388,29.4896702527,78.235292057,112.9979586673,32.4745892732,19.6267162132,1.0646809657,25.3101936805,7.8106897099,131.5672767052,44.30286207,39.8301969161,25.0045333849,0,0.79357836,48.6257468,37.7494537,102.661193,110.771716,67.5131601,54.9474213,101.689267,63.0020215,12.2337527608,0,18.7552473321,64.304694013,0,2.0191190382,40.6998616205,18.4075830038,80.4017696363,96.4684229009,84.500745969,151.9161944527,98.8473221965,55.5577161334,72.3414702096,120.6429233734,"2",0.001,0.999
"4682","Ccnf",31.409,5.171,0,31.868,33.109,31.182,8.121,2.578,0,39.758,65.753,49.51,6.025,0,0,9.305,20.078,17.384,0.527,0,0,20.384,36.805,16.869,4.437,4.617,4.499,21.499,8.611,22.523,5.369,7.327,0.565,30.761,0,7.535,0,0,20.4321815032,51.7516519087,46.6754954073,51.6940127994,14.8412149019,12.2632878856,0,0,37.6401861684,30.3699589169,36.1984187129,66.324888783,16.3651473503,13.0844774755,29.8110670392,98.9398480238,19.0927970687,7.3914200396,26.6167392673,16.7539717187,24.5842891264,1.46187503,0,43.5072472,32.1894566,28.6496353,27.4478589,41.3949303,29.7013088,52.6823913,40.6197244,0,1.6733307062,0,0,5.7180040506,0,0,5.7523696887,58.4740142809,97.8564577628,63.6027120196,71.764091858,72.2913251885,44.4461729067,65.0303641777,44.8102286815,"2",0.001,0.999
"4833","Cdc20",0,4.063,0,36.526,45.409,41.32,0,0.516,2.131,52.855,70.641,106.34,0.354,18.942,3.282,19.199,39.009,32.284,12.129,11.971,0,74.586,20.824,45.789,2.773,4.832,0.99,13.616,20.48,48.147,1.193,11.273,0.565,2.563,85.322,12.559,2.6683359777,13.9440842223,18.3889633528,104.3119233784,37.7647190114,187.5754178722,0,0,18.4485582452,0,60.8516343055,53.6976085198,85.2414376144,77.7884498072,8.1825736751,55.6090292708,54.29872925,113.8958715623,14.7535250077,0,22.9394266054,79.1862248212,36.5612504956,0.73093752,0,42.2276222,37.1641908,85.9489058,21.5661748,37.9453528,80.6885555,108.427712,122.27366,0,0,0,2.2965962148,5.7180040506,25.2389879772,0,0,101.0005701216,100.6325274866,87.6808815699,110.4421413659,33.9326628436,114.819280009,103.5098696083,72.385754024,"2",0.001,0.999
"4867","Cdca7",13.96,7.018,3.771,69.374,85.258,70.505,31.324,6.702,15.452,56.596,138.171,117.964,4.607,15.614,18.43,31.566,71.995,41.653,25.841,33.831,49.371,64.394,60.534,58.32,13.034,16.87,12.956,10.988,13.265,33.295,20.879,43.4,11.861,3.418,15.314,0,83.2520825028,13.9440842223,10.2160907516,98.6515864509,141.7237769641,221.5457691404,23.3219091315,29.4318909254,9.2242791226,0,26.3481303179,124.5608459926,137.7875292944,32.7530314978,31.1960621364,0.8177798422,23.955321728,72.4791909942,28.6391956031,0,27.4922899011,46.3105067318,34.0397849442,16.8115628,0.79357836,46.066497,81.6441672,89.5301102,41.1717883,106.936903,52.967334,58.1956649,92.0161103,15.4960868303,0,36.4072448211,27.559154577,1.1436008101,16.1529523054,59.3997980407,78.2322277662,118.9414608669,116.5949283982,94.9497629436,143.5281837161,115.0759870348,57.4096400045,110.0513855316,101.1102595891,"2",0.001,0.999
"5037","Cep55",0,0,0,19.488,25.105,7.219,0,3.609,4.795,48.645,84.413,51.663,0,0.256,0,5.771,5.88,23.592,11.075,0,0,19.92,16.949,19.761,0,0.777,4.499,32.487,0,11.098,0,0,0,0,0,0,0,11.1552673778,0,43.2611465174,15.2756166788,0,3.1802603361,0,9.2242791226,0,30.7394853708,27.7290929242,27.4407367663,15.5576899614,13.5523876494,9.8133581066,19.1642573824,0,29.5070500153,0,10.5066076055,20.073154795,35.3005177199,0.73093752,0,10.2369993,28.0926167,38.1995137,11.7633681,4.4351711,48.0171159,38.5929146,43.5211332,0.8155835174,0,0,0,2.2872016203,0,0,0,58.4740142809,80.5060219892,73.5974239084,46.6000596481,20.6546643396,18.5192387111,60.0280284718,6.8938813356,"2",0.001,0.999
"5246","Ckap2",5.584,0.369,0,33.094,17.692,4.608,0,5.671,0,36.484,31.988,45.205,0,11.263,0,26.03,21.799,28.785,0,0,0,23.627,18.887,21.689,0,2.977,2.249,8.122,7.447,10.119,0,0,0,21.362,15.314,76.189,0,13.3863208534,0,12.1292934161,67.8916296834,39.1397525481,1.0600867787,12.2632878856,0,0,20.0747659565,36.5319795667,17.5153638934,44.216592522,21.9906667519,22.0800557399,8.5174477255,0,23.4320691298,13.3045560713,11.3821582393,23.8665068822,24.5842891264,0,10.3165187,28.7915606,33.9452451,52.5243313,15.6844908,26.6110266,29.206287,12.2517189,61.3440735,0,0,0,4.5931924295,0,33.3154641298,0,0,42.5265558407,67.3196908014,26.8040000654,54.5220697882,35.4079960107,42.5942490356,40.4034807021,58.5979913528,"2",0.001,0.999
